==1598336== NVPROF is profiling process 1598336, command: /u/r/n/rnjain/sc22_artifact/sec5c_pagerank/gpu-app-collection/src/..//bin/11.2/release/pagerank_spmv data_dirs/pannotia/pagerank_spmv/data/rajat30.mtx 2
==1598336== Profiling application: /u/r/n/rnjain/sc22_artifact/sec5c_pagerank/gpu-app-collection/src/..//bin/11.2/release/pagerank_spmv data_dirs/pannotia/pagerank_spmv/data/rajat30.mtx 2
==1598336== Profiling result:
"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","SrcMemType","DstMemType","Device","Context","Stream","System","Name","Correlation_ID"
9.329270,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"46766/250000","[Power/Limit (mW)]",
9.379767,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
9.379778,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"58","[Temperature (C)]",
9.382129,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"45803/250000","[Power/Limit (mW)]",
9.382296,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43","[Fan Speed (%)]",
9.389642,0.019712,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",368
9.389663,71.405155,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",369
9.432471,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"58","[Temperature (C)]",
9.436398,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"45995/250000","[Power/Limit (mW)]",
9.461070,0.019712,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",370
9.461091,71.430180,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",371
9.486911,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
9.486922,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"58","[Temperature (C)]",
9.489315,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"46084/250000","[Power/Limit (mW)]",
9.489442,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43","[Fan Speed (%)]",
9.532523,0.019711,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",372
9.532545,71.428228,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",373
9.539622,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"58","[Temperature (C)]",
9.542520,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"47240/250000","[Power/Limit (mW)]",
9.593016,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
9.593026,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"58","[Temperature (C)]",
9.595406,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"45795/250000","[Power/Limit (mW)]",
9.595596,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43","[Fan Speed (%)]",
9.603975,0.019808,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",374
9.603996,71.426147,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",375
9.645770,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"58","[Temperature (C)]",
9.648137,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"45891/250000","[Power/Limit (mW)]",
9.673543,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
9.673553,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"58","[Temperature (C)]",
9.675424,0.019744,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",376
9.675446,71.433988,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",377
9.675887,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"45803/250000","[Power/Limit (mW)]",
9.676167,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43","[Fan Speed (%)]",
9.726342,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"58","[Temperature (C)]",
9.728738,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"45803/250000","[Power/Limit (mW)]",
9.746881,0.019839,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",378
9.746903,71.422372,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",379
9.779336,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
9.779347,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"58","[Temperature (C)]",
9.783732,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"45803/250000","[Power/Limit (mW)]",
9.783856,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43","[Fan Speed (%)]",
9.818327,0.019744,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",380
9.818348,71.451363,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",381
9.834031,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"58","[Temperature (C)]",
9.837949,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"46188/250000","[Power/Limit (mW)]",
9.888448,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
9.888459,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"58","[Temperature (C)]",
9.889802,0.019680,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",382
9.889823,71.449219,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",383
9.890863,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"45888/250000","[Power/Limit (mW)]",
9.890988,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43","[Fan Speed (%)]",
9.941163,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"58","[Temperature (C)]",
9.943790,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"45610/250000","[Power/Limit (mW)]",
9.961274,0.019904,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",384
9.961296,71.433924,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",385
9.994293,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
9.994304,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"58","[Temperature (C)]",
9.996705,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"45803/250000","[Power/Limit (mW)]",
9.996962,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43","[Fan Speed (%)]",
10.032731,0.019840,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",386
10.032753,71.451139,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",387
10.047137,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"58","[Temperature (C)]",
10.049523,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"46381/250000","[Power/Limit (mW)]",
10.074929,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
10.074940,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"58","[Temperature (C)]",
10.077297,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"45803/250000","[Power/Limit (mW)]",
10.077650,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43","[Fan Speed (%)]",
10.104206,0.019680,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",388
10.104227,71.468963,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",389
10.127830,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"58","[Temperature (C)]",
10.130201,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"46084/250000","[Power/Limit (mW)]",
10.175698,0.019840,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",390
10.175719,71.432163,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",391
10.180790,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
10.180801,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"58","[Temperature (C)]",
10.184492,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"47240/250000","[Power/Limit (mW)]",
10.184658,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43","[Fan Speed (%)]",
10.234835,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"58","[Temperature (C)]",
10.238483,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"45706/250000","[Power/Limit (mW)]",
10.247153,0.019744,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",392
10.247174,71.437860,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",393
10.289039,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
10.289052,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"58","[Temperature (C)]",
10.291420,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"45899/250000","[Power/Limit (mW)]",
10.291586,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43","[Fan Speed (%)]",
10.318614,0.019776,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",394
10.318635,71.447523,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",395
10.341762,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"58","[Temperature (C)]",
10.345152,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"46173/250000","[Power/Limit (mW)]",
10.390085,0.019808,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",396
10.390106,71.434051,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",397
10.395774,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
10.395785,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"58","[Temperature (C)]",
10.398360,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"47337/250000","[Power/Limit (mW)]",
10.398606,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43","[Fan Speed (%)]",
10.423705,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"58","[Temperature (C)]",
10.426040,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"46092/250000","[Power/Limit (mW)]",
10.461542,0.019680,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",398
10.461563,71.464899,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",399
10.476549,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
10.476559,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"58","[Temperature (C)]",
10.478921,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"46470/250000","[Power/Limit (mW)]",
10.479202,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43","[Fan Speed (%)]",
10.529383,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"58","[Temperature (C)]",
10.531725,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"45891/250000","[Power/Limit (mW)]",
10.533030,0.019744,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",400
10.533052,71.416388,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",401
10.582313,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
10.582324,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"58","[Temperature (C)]",
10.585900,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"45899/250000","[Power/Limit (mW)]",
10.586066,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43","[Fan Speed (%)]",
10.604470,0.019872,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",402
10.604491,71.462723,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",403
10.636241,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"58","[Temperature (C)]",
10.640165,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"45988/250000","[Power/Limit (mW)]",
10.675956,0.019968,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",404
10.675978,71.421891,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",405
10.690653,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
10.690664,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"58","[Temperature (C)]",
10.693053,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"46381/250000","[Power/Limit (mW)]",
10.693219,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43","[Fan Speed (%)]",
10.743398,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"58","[Temperature (C)]",
10.746470,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"45795/250000","[Power/Limit (mW)]",
10.747401,0.019680,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",406
10.747423,71.452035,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",407
10.796958,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
10.796970,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"58","[Temperature (C)]",
10.799460,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"45803/250000","[Power/Limit (mW)]",
10.799730,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43","[Fan Speed (%)]",
10.818876,0.019776,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",408
10.818898,71.445316,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",409
10.824829,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"58","[Temperature (C)]",
10.827177,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"46951/250000","[Power/Limit (mW)]",
10.877683,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
10.877694,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"58","[Temperature (C)]",
10.880048,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"45803/250000","[Power/Limit (mW)]",
10.880332,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43","[Fan Speed (%)]",
10.890345,0.019744,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",410
10.890366,71.436003,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",411
10.930512,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"57","[Temperature (C)]",
10.932903,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"45899/250000","[Power/Limit (mW)]",
10.961804,0.019712,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",412
10.961825,71.428131,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",413
10.983470,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
10.983482,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"57","[Temperature (C)]",
10.986980,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"46181/250000","[Power/Limit (mW)]",
10.987148,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43","[Fan Speed (%)]",
11.033255,0.019872,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",414
11.033277,71.422436,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",415
11.037323,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"57","[Temperature (C)]",
11.041186,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"47530/250000","[Power/Limit (mW)]",
11.091684,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
11.091695,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"57","[Temperature (C)]",
11.094030,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"45706/250000","[Power/Limit (mW)]",
11.094194,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43","[Fan Speed (%)]",
11.104701,0.019744,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",416
11.104722,71.430115,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",417
11.144369,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"57","[Temperature (C)]",
11.147718,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"45803/250000","[Power/Limit (mW)]",
11.176154,0.019840,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",418
11.176176,71.435939,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",419
11.198205,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
11.198216,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"57","[Temperature (C)]",
11.200551,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"46285/250000","[Power/Limit (mW)]",
11.200765,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43","[Fan Speed (%)]",
11.225862,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"57","[Temperature (C)]",
11.228205,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"45803/250000","[Power/Limit (mW)]",
11.247613,0.019744,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",420
11.247635,71.436036,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",421
11.278703,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
11.278714,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"57","[Temperature (C)]",
11.281070,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"45995/250000","[Power/Limit (mW)]",
11.281346,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43","[Fan Speed (%)]",
11.319072,0.019808,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",422
11.319094,71.432163,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",423
11.331522,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"58","[Temperature (C)]",
11.333870,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"46381/250000","[Power/Limit (mW)]",
11.384388,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
11.384398,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"57","[Temperature (C)]",
11.388374,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"45699/250000","[Power/Limit (mW)]",
11.388539,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43","[Fan Speed (%)]",
11.390528,0.019744,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",424
11.390549,71.539971,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",425
11.438714,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"57","[Temperature (C)]",
11.442780,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"45706/250000","[Power/Limit (mW)]",
11.462091,0.020096,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",426
11.462113,71.433699,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",427
11.493279,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
11.493290,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"58","[Temperature (C)]",
11.495631,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"45803/250000","[Power/Limit (mW)]",
11.495797,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43","[Fan Speed (%)]",
11.533548,0.020000,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",428
11.533570,71.418211,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",429
11.545976,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"57","[Temperature (C)]",
11.549280,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"46381/250000","[Power/Limit (mW)]",
11.574689,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
11.574699,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"57","[Temperature (C)]",
11.577060,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"45610/250000","[Power/Limit (mW)]",
11.577223,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43","[Fan Speed (%)]",
11.604990,0.019840,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",430
11.605011,71.462916,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",431
11.627406,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"57","[Temperature (C)]",
11.629907,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"46084/250000","[Power/Limit (mW)]",
11.676476,0.019743,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",432
11.676497,71.437860,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",433
11.680402,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
11.680413,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"57","[Temperature (C)]",
11.682741,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"47240/250000","[Power/Limit (mW)]",
11.683092,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43","[Fan Speed (%)]",
11.733269,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"57","[Temperature (C)]",
11.735661,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"45514/250000","[Power/Limit (mW)]",
11.747937,0.019712,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",434
11.747958,71.418627,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",435
11.786206,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
11.786217,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"57","[Temperature (C)]",
